459782.031080889,630210.754001868,479801.438910521,738927.353418193,11399,8652
609228.579181292,695354.12373161,609228.579181292,695354.12373161,119286,0
479801.438910521,738927.353418193,609228.579181292,695354.12373161,4507,4731
639334.185978317,708896.379787514,479801.438910521,738927.353418193,1406,10930
744147.578844122,700046.418087335,516317.725425445,584570.639620894,324,601
699158.594368702,850097.958416766,699158.594368702,850097.958416766,261586,0
588676.952938951,636688.888924337,516317.725425445,584570.639620894,2816,2354
639334.185978317,708896.379787514,608636.029048113,775366.022560942,7110,59444
619993.377311046,845435.61907699,639334.185978317,708896.379787514,16574,949
516317.725425445,584570.639620894,377575.658356268,631741.166601013,1411,4174
681360.46915419,687913.15557027,644873.530324701,660333.814217479,83772,59711
699158.594368702,850097.958416766,516317.725425445,584570.639620894,205,236
568747.913311362,519268.241668503,516317.725425445,584570.639620894,29001,11713
644873.530324701,660333.814217479,516317.725425445,584570.639620894,1646,3157
744147.578844122,700046.418087335,459782.031080889,630210.754001868,63,106
667094.757150284,736521.835236571,459782.031080889,630210.754001868,148,73
943368.349954126,748241.945842825,568747.913311362,519268.241668503,76,70
345542.823941437,910596.413054831,639334.185978317,708896.379787514,1006,0
681360.46915419,687913.15557027,744147.578844122,700046.418087335,62232,63386
699158.594368702,850097.958416766,568747.913311362,519268.241668503,38,186
544623.886392297,665425.410678057,549401.931436585,394499.851520237,421,4419
619993.377311046,845435.61907699,479801.438910521,738927.353418193,817,377
697907.949306422,945542.914710755,561733.542864612,712200.846024775,50,0
549401.931436585,394499.851520237,377575.658356268,631741.166601013,186,83
667094.757150284,736521.835236571,544623.886392297,665425.410678057,571,392
345542.823941437,910596.413054831,588676.952938951,636688.888924337,98,0
744147.578844122,700046.418087335,568747.913311362,519268.241668503,74,422
439714.471808704,840019.20220335,609228.579181292,695354.12373161,1041,142
588676.952938951,636688.888924337,561733.542864612,712200.846024775,1538,500
439714.471808704,840019.20220335,377575.658356268,631741.166601013,181,68
744147.578844122,700046.418087335,608636.029048113,775366.022560942,1257,1350
549401.931436585,394499.851520237,516317.725425445,584570.639620894,11619,989
744147.578844122,700046.418087335,667094.757150284,736521.835236571,5867,3266
744147.578844122,700046.418087335,744147.578844122,700046.418087335,352400,0
549401.931436585,394499.851520237,568747.913311362,519268.241668503,36679,9953
943368.349954126,748241.945842825,439714.471808704,840019.20220335,28,12
697907.949306422,945542.914710755,479801.438910521,738927.353418193,54,12
588676.952938951,636688.888924337,549401.931436585,394499.851520237,61,648
547267.474890615,801497.529828604,516317.725425445,584570.639620894,2056,1851
547267.474890615,801497.529828604,561733.542864612,712200.846024775,16920,14610
345542.823941437,910596.413054831,561733.542864612,712200.846024775,386,0
681360.46915419,687913.15557027,459782.031080889,630210.754001868,264,238
681360.46915419,687913.15557027,639334.185978317,708896.379787514,338710,19677
588676.952938951,636688.888924337,681360.46915419,687913.15557027,5368,5002
697907.949306422,945542.914710755,609228.579181292,695354.12373161,22,10
588676.952938951,636688.888924337,544623.886392297,665425.410678057,1349,872
459782.031080889,630210.754001868,516317.725425445,584570.639620894,26288,26391
609228.579181292,695354.12373161,561733.542864612,712200.846024775,18377,15423
439714.471808704,840019.20220335,561733.542864612,712200.846024775,3734,380
667094.757150284,736521.835236571,516317.725425445,584570.639620894,475,342
568747.913311362,519268.241668503,568747.913311362,519268.241668503,172781,0
544623.886392297,665425.410678057,439714.471808704,840019.20220335,140,869
943368.349954126,748241.945842825,544623.886392297,665425.410678057,158,34
644873.530324701,660333.814217479,644873.530324701,660333.814217479,417954,0
697907.949306422,945542.914710755,667094.757150284,736521.835236571,1908,100
588676.952938951,636688.888924337,588676.952938951,636688.888924337,84629,0
699158.594368702,850097.958416766,459782.031080889,630210.754001868,92,122
667094.757150284,736521.835236571,608636.029048113,775366.022560942,4186,5087
644873.530324701,660333.814217479,568747.913311362,519268.241668503,562,3565
667094.757150284,736521.835236571,439714.471808704,840019.20220335,28,92
744147.578844122,700046.418087335,377575.658356268,631741.166601013,4,40
943368.349954126,748241.945842825,619993.377311046,845435.61907699,60,92
943368.349954126,748241.945842825,561733.542864612,712200.846024775,317,117
588676.952938951,636688.888924337,697907.949306422,945542.914710755,14,12
697907.949306422,945542.914710755,644873.530324701,660333.814217479,325,22
345542.823941437,910596.413054831,549401.931436585,394499.851520237,26,0
681360.46915419,687913.15557027,439714.471808704,840019.20220335,8,140
561733.542864612,712200.846024775,561733.542864612,712200.846024775,171997,0
644873.530324701,660333.814217479,459782.031080889,630210.754001868,470,655
549401.931436585,394499.851520237,549401.931436585,394499.851520237,119727,0
619993.377311046,845435.61907699,549401.931436585,394499.851520237,20,81
943368.349954126,748241.945842825,479801.438910521,738927.353418193,130,51
439714.471808704,840019.20220335,459782.031080889,630210.754001868,869,239
699158.594368702,850097.958416766,608636.029048113,775366.022560942,3018,3447
699158.594368702,850097.958416766,561733.542864612,712200.846024775,547,563
588676.952938951,636688.888924337,547267.474890615,801497.529828604,329,180
549401.931436585,394499.851520237,699158.594368702,850097.958416766,26,0
681360.46915419,687913.15557027,697907.949306422,945542.914710755,120,512
439714.471808704,840019.20220335,549401.931436585,394499.851520237,80,117
544623.886392297,665425.410678057,459782.031080889,630210.754001868,11922,11420
699158.594368702,850097.958416766,544623.886392297,665425.410678057,273,217
345542.823941437,910596.413054831,459782.031080889,630210.754001868,103,0
345542.823941437,910596.413054831,345542.823941437,910596.413054831,5491,0
697907.949306422,945542.914710755,516317.725425445,584570.639620894,24,0
681360.46915419,687913.15557027,609228.579181292,695354.12373161,3973,2160
547267.474890615,801497.529828604,568747.913311362,519268.241668503,527,926
459782.031080889,630210.754001868,459782.031080889,630210.754001868,65989,0
568747.913311362,519268.241668503,377575.658356268,631741.166601013,511,376
681360.46915419,687913.15557027,547267.474890615,801497.529828604,658,523
744147.578844122,700046.418087335,547267.474890615,801497.529828604,179,272
667094.757150284,736521.835236571,609228.579181292,695354.12373161,2428,1154
377575.658356268,631741.166601013,609228.579181292,695354.12373161,566,251
377575.658356268,631741.166601013,377575.658356268,631741.166601013,25691,0
619993.377311046,845435.61907699,561733.542864612,712200.846024775,815,426
619993.377311046,845435.61907699,516317.725425445,584570.639620894,285,97
667094.757150284,736521.835236571,547267.474890615,801497.529828604,519,459
459782.031080889,630210.754001868,568747.913311362,519268.241668503,1325,3676
639334.185978317,708896.379787514,377575.658356268,631741.166601013,102,1164
697907.949306422,945542.914710755,639334.185978317,708896.379787514,4131,57
697907.949306422,945542.914710755,547267.474890615,801497.529828604,4,4
699158.594368702,850097.958416766,377575.658356268,631741.166601013,8,18
619993.377311046,845435.61907699,608636.029048113,775366.022560942,12251,5510
547267.474890615,801497.529828604,609228.579181292,695354.12373161,6205,4681
943368.349954126,748241.945842825,516317.725425445,584570.639620894,130,76
588676.952938951,636688.888924337,377575.658356268,631741.166601013,59,145
459782.031080889,630210.754001868,377575.658356268,631741.166601013,3567,12919
544623.886392297,665425.410678057,377575.658356268,631741.166601013,990,3058
459782.031080889,630210.754001868,549401.931436585,394499.851520237,182,1565
547267.474890615,801497.529828604,479801.438910521,738927.353418193,14853,12142
699158.594368702,850097.958416766,644873.530324701,660333.814217479,4313,3039
588676.952938951,636688.888924337,568747.913311362,519268.241668503,532,3037
667094.757150284,736521.835236571,561733.542864612,712200.846024775,1095,761
644873.530324701,660333.814217479,479801.438910521,738927.353418193,747,763
439714.471808704,840019.20220335,516317.725425445,584570.639620894,677,274
377575.658356268,631741.166601013,561733.542864612,712200.846024775,1895,495
459782.031080889,630210.754001868,561733.542864612,712200.846024775,7108,3885
943368.349954126,748241.945842825,608636.029048113,775366.022560942,511,268
345542.823941437,910596.413054831,644873.530324701,660333.814217479,325,0
639334.185978317,708896.379787514,459782.031080889,630210.754001868,449,6023
568747.913311362,519268.241668503,608636.029048113,775366.022560942,3265,904
697907.949306422,945542.914710755,697907.949306422,945542.914710755,13639,0
639334.185978317,708896.379787514,516317.725425445,584570.639620894,1813,24375
667094.757150284,736521.835236571,479801.438910521,738927.353418193,316,245
547267.474890615,801497.529828604,547267.474890615,801497.529828604,94740,0
667094.757150284,736521.835236571,377575.658356268,631741.166601013,18,4
588676.952938951,636688.888924337,744147.578844122,700046.418087335,1071,1259
639334.185978317,708896.379787514,667094.757150284,736521.835236571,20194,156469
619993.377311046,845435.61907699,644873.530324701,660333.814217479,1797,610
568747.913311362,519268.241668503,609228.579181292,695354.12373161,5832,871
681360.46915419,687913.15557027,479801.438910521,738927.353418193,590,394
699158.594368702,850097.958416766,547267.474890615,801497.529828604,360,439
943368.349954126,748241.945842825,459782.031080889,630210.754001868,74,18
345542.823941437,910596.413054831,699158.594368702,850097.958416766,110,0
544623.886392297,665425.410678057,544623.886392297,665425.410678057,112023,0
681360.46915419,687913.15557027,681360.46915419,687913.15557027,357681,0
459782.031080889,630210.754001868,547267.474890615,801497.529828604,966,916
345542.823941437,910596.413054831,547267.474890615,801497.529828604,261,8
943368.349954126,748241.945842825,644873.530324701,660333.814217479,9826,3209
479801.438910521,738927.353418193,608636.029048113,775366.022560942,11394,9080
667094.757150284,736521.835236571,667094.757150284,736521.835236571,165382,0
943368.349954126,748241.945842825,639334.185978317,708896.379787514,38971,1507
699158.594368702,850097.958416766,619993.377311046,845435.61907699,3336,10720
619993.377311046,845435.61907699,459782.031080889,630210.754001868,108,38
619993.377311046,845435.61907699,588676.952938951,636688.888924337,102,86
549401.931436585,394499.851520237,479801.438910521,738927.353418193,1494,221
744147.578844122,700046.418087335,544623.886392297,665425.410678057,182,338
681360.46915419,687913.15557027,608636.029048113,775366.022560942,4006,3656
345542.823941437,910596.413054831,619993.377311046,845435.61907699,111,0
439714.471808704,840019.20220335,547267.474890615,801497.529828604,4079,480
639334.185978317,708896.379787514,744147.578844122,700046.418087335,5997,92031
639334.185978317,708896.379787514,644873.530324701,660333.814217479,25042,332975
345542.823941437,910596.413054831,516317.725425445,584570.639620894,99,0
681360.46915419,687913.15557027,544623.886392297,665425.410678057,765,773
699158.594368702,850097.958416766,588676.952938951,636688.888924337,412,298
681360.46915419,687913.15557027,568747.913311362,519268.241668503,242,953
619993.377311046,845435.61907699,609228.579181292,695354.12373161,951,424
609228.579181292,695354.12373161,608636.029048113,775366.022560942,25273,24581
439714.471808704,840019.20220335,608636.029048113,775366.022560942,4499,311
588676.952938951,636688.888924337,644873.530324701,660333.814217479,28173,8832
516317.725425445,584570.639620894,609228.579181292,695354.12373161,8080,5173
699158.594368702,850097.958416766,639334.185978317,708896.379787514,76673,7370
943368.349954126,748241.945842825,547267.474890615,801497.529828604,88,44
667094.757150284,736521.835236571,568747.913311362,519268.241668503,68,299
588676.952938951,636688.888924337,459782.031080889,630210.754001868,553,339
943368.349954126,748241.945842825,744147.578844122,700046.418087335,85881,47659
588676.952938951,636688.888924337,639334.185978317,708896.379787514,52078,2720
639334.185978317,708896.379787514,609228.579181292,695354.12373161,5453,57220
699158.594368702,850097.958416766,697907.949306422,945542.914710755,2317,19483
459782.031080889,630210.754001868,609228.579181292,695354.12373161,2122,1351
699158.594368702,850097.958416766,439714.471808704,840019.20220335,8,107
639334.185978317,708896.379787514,547267.474890615,801497.529828604,889,7973
697907.949306422,945542.914710755,568747.913311362,519268.241668503,4,0
744147.578844122,700046.418087335,644873.530324701,660333.814217479,28361,11984
943368.349954126,748241.945842825,377575.658356268,631741.166601013,4,4
943368.349954126,748241.945842825,588676.952938951,636688.888924337,461,173
943368.349954126,748241.945842825,943368.349954126,748241.945842825,481621,0
943368.349954126,748241.945842825,681360.46915419,687913.15557027,23668,10422
619993.377311046,845435.61907699,619993.377311046,845435.61907699,71391,0
549401.931436585,394499.851520237,608636.029048113,775366.022560942,1547,337
619993.377311046,845435.61907699,667094.757150284,736521.835236571,6003,996
459782.031080889,630210.754001868,608636.029048113,775366.022560942,2215,1329
561733.542864612,712200.846024775,608636.029048113,775366.022560942,17138,16974
345542.823941437,910596.413054831,544623.886392297,665425.410678057,172,0
345542.823941437,910596.413054831,568747.913311362,519268.241668503,29,0
644873.530324701,660333.814217479,439714.471808704,840019.20220335,39,127
681360.46915419,687913.15557027,516317.725425445,584570.639620894,1114,1402
479801.438910521,738927.353418193,479801.438910521,738927.353418193,137632,0
697907.949306422,945542.914710755,744147.578844122,700046.418087335,146,53
619993.377311046,845435.61907699,681360.46915419,687913.15557027,1406,562
644873.530324701,660333.814217479,608636.029048113,775366.022560942,3137,3701
943368.349954126,748241.945842825,667094.757150284,736521.835236571,2401,679
943368.349954126,748241.945842825,697907.949306422,945542.914710755,26,46
619993.377311046,845435.61907699,377575.658356268,631741.166601013,20,14
345542.823941437,910596.413054831,667094.757150284,736521.835236571,163,0
619993.377311046,845435.61907699,544623.886392297,665425.410678057,332,168
544623.886392297,665425.410678057,608636.029048113,775366.022560942,5149,4711
744147.578844122,700046.418087335,561733.542864612,712200.846024775,388,803
439714.471808704,840019.20220335,479801.438910521,738927.353418193,19889,2461
943368.349954126,748241.945842825,549401.931436585,394499.851520237,22,38
699158.594368702,850097.958416766,667094.757150284,736521.835236571,25750,28017
644873.530324701,660333.814217479,609228.579181292,695354.12373161,5560,3459
644873.530324701,660333.814217479,547267.474890615,801497.529828604,506,543
345542.823941437,910596.413054831,681360.46915419,687913.15557027,211,15
619993.377311046,845435.61907699,744147.578844122,700046.418087335,481,190
697907.949306422,945542.914710755,544623.886392297,665425.410678057,20,4
744147.578844122,700046.418087335,479801.438910521,738927.353418193,214,265
516317.725425445,584570.639620894,608636.029048113,775366.022560942,5363,3883
699158.594368702,850097.958416766,943368.349954126,748241.945842825,451,1136
547267.474890615,801497.529828604,608636.029048113,775366.022560942,51726,22930
345542.823941437,910596.413054831,608636.029048113,775366.022560942,467,0
