345542.823941437,910596.413054831,479801.438910521,738927.353418193,1255,0
544623.886392297,665425.410678057,609228.579181292,695354.12373161,7886,6289
699158.594368702,850097.958416766,609228.579181292,695354.12373161,1005,539
608636.029048113,775366.022560942,608636.029048113,775366.022560942,242991,0
644873.530324701,660333.814217479,561733.542864612,712200.846024775,2168,2262
639334.185978317,708896.379787514,439714.471808704,840019.20220335,218,1304
345542.823941437,910596.413054831,744147.578844122,700046.418087335,78,0
699158.594368702,850097.958416766,479801.438910521,738927.353418193,336,439
345542.823941437,910596.413054831,609228.579181292,695354.12373161,195,0
544623.886392297,665425.410678057,516317.725425445,584570.639620894,25668,25004
699158.594368702,850097.958416766,681360.46915419,687913.15557027,5525,5871
588676.952938951,636688.888924337,479801.438910521,738927.353418193,559,108
699158.594368702,850097.958416766,744147.578844122,700046.418087335,1892,2787
479801.438910521,738927.353418193,516317.725425445,584570.639620894,3984,6279
619993.377311046,845435.61907699,547267.474890615,801497.529828604,1096,920
516317.725425445,584570.639620894,516317.725425445,584570.639620894,197440,0
547267.474890615,801497.529828604,377575.658356268,631741.166601013,157,272
439714.471808704,840019.20220335,697907.949306422,945542.914710755,8,0
588676.952938951,636688.888924337,439714.471808704,840019.20220335,49,69
377575.658356268,631741.166601013,608636.029048113,775366.022560942,519,112
345542.823941437,910596.413054831,943368.349954126,748241.945842825,54,0
439714.471808704,840019.20220335,568747.913311362,519268.241668503,181,104
345542.823941437,910596.413054831,377575.658356268,631741.166601013,28,0
439714.471808704,840019.20220335,439714.471808704,840019.20220335,29428,0
644873.530324701,660333.814217479,549401.931436585,394499.851520237,173,635
639334.185978317,708896.379787514,544623.886392297,665425.410678057,966,15749
639334.185978317,708896.379787514,639334.185978317,708896.379787514,627495,0
639334.185978317,708896.379787514,568747.913311362,519268.241668503,271,21555
544623.886392297,665425.410678057,568747.913311362,519268.241668503,1605,7872
639334.185978317,708896.379787514,561733.542864612,712200.846024775,2834,27075
345542.823941437,910596.413054831,439714.471808704,840019.20220335,1704,167
479801.438910521,738927.353418193,568747.913311362,519268.241668503,655,1957
568747.913311362,519268.241668503,561733.542864612,712200.846024775,8174,1244
588676.952938951,636688.888924337,608636.029048113,775366.022560942,1012,544
697907.949306422,945542.914710755,608636.029048113,775366.022560942,136,18
479801.438910521,738927.353418193,377575.658356268,631741.166601013,1180,3666
549401.931436585,394499.851520237,561733.542864612,712200.846024775,3550,420
479801.438910521,738927.353418193,561733.542864612,712200.846024775,24715,23415
547267.474890615,801497.529828604,549401.931436585,394499.851520237,144,766
588676.952938951,636688.888924337,609228.579181292,695354.12373161,2850,858
644873.530324701,660333.814217479,667094.757150284,736521.835236571,10776,16728
544623.886392297,665425.410678057,561733.542864612,712200.846024775,31531,23051
619993.377311046,845435.61907699,439714.471808704,840019.20220335,15,132
544623.886392297,665425.410678057,547267.474890615,801497.529828604,2483,2805
588676.952938951,636688.888924337,667094.757150284,736521.835236571,1028,2049
619993.377311046,845435.61907699,568747.913311362,519268.241668503,32,72
681360.46915419,687913.15557027,561733.542864612,712200.846024775,1848,988
943368.349954126,748241.945842825,609228.579181292,695354.12373161,589,107
516317.725425445,584570.639620894,561733.542864612,712200.846024775,15032,9132
549401.931436585,394499.851520237,744147.578844122,700046.418087335,89,0
544623.886392297,665425.410678057,479801.438910521,738927.353418193,10810,8292
644873.530324701,660333.814217479,544623.886392297,665425.410678057,1441,1317
667094.757150284,736521.835236571,549401.931436585,394499.851520237,152,108
639334.185978317,708896.379787514,549401.931436585,394499.851520237,172,2853
644873.530324701,660333.814217479,377575.658356268,631741.166601013,75,58
744147.578844122,700046.418087335,439714.471808704,840019.20220335,4,42
619993.377311046,845435.61907699,697907.949306422,945542.914710755,144,373
744147.578844122,700046.418087335,609228.579181292,695354.12373161,1571,1723
681360.46915419,687913.15557027,549401.931436585,394499.851520237,44,219
549401.931436585,394499.851520237,609228.579181292,695354.12373161,2221,265
681360.46915419,687913.15557027,377575.658356268,631741.166601013,8,102
681360.46915419,687913.15557027,667094.757150284,736521.835236571,17420,17097
